Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Matches
Yusuf Barasi,tr TUR,FW,AZ Alkmaar,18,2003,0.6,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,50.0,Matches
Édgar Barreto,py PAR,"MF,DF",NEC Nijmegen,37,1984,13.8,3,0,0,20,13,0,2,27,22,0,0,0,108,27,15,64.3,Matches
Bilal Başaçıkoğlu,tr TUR,"FW,MF",Heracles Almelo,26,1995,16.4,4,0,0,22,25,6,123,10,27,0,0,0,64,15,18,45.5,Matches
Cole Bassett,us USA,"MF,DF",Feyenoord,20,2001,1.0,0,0,0,2,1,0,4,0,0,0,0,0,3,2,5,28.6,Matches
Riechedly Bazoer,nl NED,DF,Vitesse,24,1996,21.8,9,0,0,21,46,0,40,43,18,0,1,0,201,20,20,50.0,Matches
Sven van Beek,nl NED,DF,Heerenveen,27,1994,28.5,4,0,0,20,10,4,4,45,40,0,0,1,159,91,58,61.1,Matches
Thomas Beekman,nl NED,MF,NEC Nijmegen,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Thomas Beelen,nl NED,"MF,DF",Zwolle,20,2001,0.8,0,0,0,1,0,0,0,0,6,0,0,0,6,2,5,28.6,Matches
Iliass Bel Hassani,ma MAR,"MF,FW",RKC Waalwijk,28,1992,9.3,1,0,0,1,12,1,37,5,7,0,0,0,37,2,3,40.0,Matches
Benaissa Benamar,ma MAR,DF,Utrecht,24,1997,1.0,0,0,0,0,0,0,0,0,1,0,0,0,10,4,1,80.0,Matches
Charlison Benschop,cw CUW,FW,Fortuna Sittard,31,1989,6.4,0,0,0,9,4,4,0,1,5,0,0,0,20,37,30,55.2,Matches
Martijn Berden,nl NED,"FW,MF",Go Ahead Eag,24,1997,6.9,0,0,0,10,3,4,14,1,2,0,0,0,25,7,18,28.0,Matches
Mitchell van Bergen,nl NED,FW,Heerenveen,21,1999,1.0,0,0,0,2,0,0,5,2,1,0,0,0,5,0,2,0.0,Matches
Steven Berghuis,nl NED,"MF,FW",Ajax,29,1991,26.5,0,0,0,14,24,4,144,9,18,1,0,0,150,10,10,50.0,Matches
Emil Bergström,se SWE,DF,Willem II,28,1993,8.3,0,1,0,5,2,0,0,13,6,0,0,0,40,27,19,58.7,Matches

Matúš Bero,sk SVK,MF,Vitesse,25,1995,24.2,12,1,1,52,38,1,12,18,21,0,1,0,180,20,40,33.3,Matches
Tom Beugelsdijk,nl NED,DF,Sparta R'dam,30,1990,17.0,5,0,0,22,10,0,1,38,11,0,2,0,78,62,43,59.0,Matches
Sam Beukema,nl NED,DF,AZ Alkmaar,22,1998,11.0,0,0,0,5,4,0,2,20,11,0,0,0,68,37,42,46.8,Matches
Justin Bijlow,nl NED,GK,Feyenoord,23,1998,22.0,0,0,0,0,4,0,0,1,0,0,0,0,41,2,0,100.0,Matches
Janis Blaswich,de GER,GK,Heracles Almelo,30,1991,22.0,1,0,0,0,5,0,1,0,0,0,0,0,31,4,0,100.0,Matches
Daley Blind,nl NED,DF,Ajax,31,1990,31.2,2,0,0,14,20,2,73,44,25,0,0,0,220,51,37,58.0,Matches
Tom Boere,nl NED,FW,Cambuur,28,1992,14.1,1,0,0,22,14,9,5,0,0,0,0,0,29,54,75,41.9,Matches
Melayro Bogarde,nl NED,MF,Groningen,19,2002,2.7,0,0,0,3,2,0,2,5,5,0,0,0,13,3,12,20.0,Matches
Wilfried Bony,ci CIV,FW,NEC Nijmegen,32,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches
Pieter Bos,nl NED,GK,Cambuur,24,1997,5.1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,100.0,Matches
Olivier Boscagli,fr FRA,"DF,MF",PSV Eindhoven,23,1997,26.2,2,0,0,16,17,0,10,69,25,0,0,0,272,48,32,60.0,Matches
Jesse Bosch,nl NED,MF,Twente,21,2000,9.7,0,0,0,9,10,0,2,18,10,0,0,0,80,18,28,39.1,Matches
Jordan Botaka,cd COD,"MF,DF",Fortuna Sittard,28,1993,1.8,0,0,0,1,1,0,4,0,3,0,0,0,15,1,1,50.0,Matches
Ioannis-Foivos Botos,gr GRE,"MF,FW",Go Ahead Eag,20,2000,11.5,1,1,0,8,11,8,7,1,5,0,0,0,33,8,16,33.3,Matches
Achraf El Bouchataoui,nl NED,MF,RKC Waalwijk,21,2000,4.1,0,0,0,10,6,0,22,3,4,0,0,0,35,2,4,33.3,Matches
Yacine Bourhane,km COM,MF,Go Ahead Eag,22,1998,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3,Matches
Othman Boussaid,be BEL,"FW,MF",Utrecht,21,2000,13.8,1,0,0,6,8,1,52,21,8,0,0,0,104,7,7,50.0,Matches
Róbert Boženík,sk SVK,FW,Feyenoord,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Wout Brama,nl NED,MF,Twente,34,1986,7.1,1,0,0,7,5,0,2,7,3,0,0,0,34,6,19,24.0,Matches
Mattijs Branderhorst,nl NED,GK,NEC Nijmegen,27,1993,34.0,1,0,0,1,0,0,0,0,0,0,1,0,29,12,2,85.7,Matches
Myron van Brederode,nl NED,FW,AZ Alkmaar,18,2003,0.1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,,Matches
Michael Breij,nl NED,"MF,FW",Cambuur,24,1997,15.5,2,0,0,18,24,2,26,11,15,0,0,0,87,7,26,21.2,Matches
Joshua Brenet,cw CUW,DF,Twente,27,1994,11.1,4,0,0,11,5,1,24,10,15,0,0,0,103,20,7,74.1,Matches
Brian Brobbey,nl NED,FW,Ajax,19,2002,4.4,1,0,0,7,10,6,0,2,7,0,0,0,13,8,10,44.4,Matches
Jorn Brondeel,be BEL,GK,Willem II,27,1993,1.2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches

Ilias Bronkhorst,nl NED,"DF,FW",NEC Nijmegen,24,1997,2.2,1,0,0,3,3,0,5,2,5,0,0,0,14,5,6,45.5,Matches
Luuk Brouwers,nl NED,MF,Go Ahead Eag,23,1998,31.9,4,0,0,36,24,4,15,33,28,0,1,0,216,32,23,58.2,Matches
Jordy Bruijn,nl NED,"MF,FW",NEC Nijmegen,25,1996,20.1,4,0,0,33,42,2,9,8,18,1,1,0,85,13,25,34.2,Matches
Bruma,pt POR,"FW,MF",PSV Eindhoven,26,1994,14.1,1,0,0,4,12,5,19,5,6,0,0,0,70,6,12,33.3,Matches
Max Bruns,nl NED,DF,Twente,18,2002,1.2,1,0,0,3,0,0,0,1,3,0,0,0,6,6,4,60.0,Matches
Koen Bucker,nl NED,GK,Heracles Almelo,25,1996,12.0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,1,75.0,Matches
Thomas Buitink,nl NED,"FW,MF",Vitesse,21,2000,12.8,7,1,0,17,12,3,17,7,16,1,0,0,53,3,6,33.3,Matches
Wouter Burger,nl NED,DF,Feyenoord,20,2001,0.9,1,0,0,1,0,0,0,1,0,0,0,0,4,1,3,25.0,Matches
Delano Burgzorg,sr SUR,"FW,MF",Heracles Almelo,22,1998,12.8,3,0,0,14,17,9,1,6,15,1,0,0,49,7,19,26.9,Matches
Alexander Büttner,nl NED,"DF,MF",RKC Waalwijk,32,1989,20.9,6,0,0,28,42,2,186,36,31,0,0,0,109,13,13,50.0,Matches
Zico Buurmeester,nl NED,"MF,DF",AZ Alkmaar,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Marc Cardona,es ESP,FW,Go Ahead Eag,26,1995,8.8,0,0,0,5,7,7,4,4,7,0,0,0,52,18,34,34.6,Matches
João Carlos Teixeira,pt POR,MF,Feyenoord,28,1993,0.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,Matches
Gabi Caschili,nl NED,MF,Zwolle,18,2003,0.1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
Joel Castro Pereira,pt POR,GK,RKC Waalwijk,25,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,Matches
Václav Černý,cz CZE,FW,Twente,23,1997,6.0,1,0,0,7,0,1,17,5,6,0,0,0,38,1,10,9.1,Matches
Ibrahim Cissoko,nl NED,FW,NEC Nijmegen,18,2003,1.0,0,0,0,0,3,0,2,0,3,1,0,0,10,1,1,50.0,Matches
Jordy Clasie,nl NED,MF,AZ Alkmaar,30,1991,26.8,5,1,0,26,18,0,9,43,33,0,0,0,229,18,29,38.3,Matches
Pelle Clement,nl NED,"MF,FW",Zwolle,25,1996,15.2,2,0,0,13,7,1,64,10,12,0,0,0,98,22,23,48.9,Matches
Denilho Cleonise,nl NED,"FW,MF",Twente,19,2001,2.1,0,0,0,1,3,1,3,4,0,0,0,0,20,2,3,40.0,Matches
Iñigo Córdoba,es ESP,"FW,MF",Go Ahead Eag,24,1997,25.7,3,1,1,30,34,14,69,20,32,0,0,0,148,33,39,45.8,Matches
Tim Coremans,nl NED,GK,Sparta R'dam,30,1991,3.0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,100.0,Matches
Enzo Cornelisse,nl NED,DF,Vitesse,18,2003,9.3,0,0,0,4,9,0,9,12,12,0,0,0,52,26,21,55.3,Matches
George Cox,eng ENG,DF,Fortuna Sittard,23,1998,24.4,7,0,0,8,22,4,103,40,38,0,0,1,180,27,13,67.5,Matches
Vito van Crooy,nl NED,"MF,FW",Sparta R'dam,25,1996,24.2,6,0,0,33,17,4,62,14,21,0,0,0,112,41,63,39.4,Matches

Daniel Crowley,eng ENG,MF,Willem II,23,1997,9.5,3,0,0,9,10,1,19,4,6,0,0,0,83,2,10,16.7,Matches
Adrián Dalmau,es ESP,FW,Sparta R'dam,27,1994,6.5,1,0,0,13,19,8,3,1,1,0,0,0,18,10,20,33.3,Matches
Adrián Dalmau,es ESP,FW,Utrecht,27,1994,2.7,0,0,0,10,2,3,0,0,0,0,0,0,4,9,9,50.0,Matches
Wessel Dammers,nl NED,"DF,MF",Groningen,26,1995,13.3,3,0,0,11,7,0,2,24,11,0,0,0,101,38,35,52.1,Matches
Wessel Dammers,nl NED,DF,Willem II,26,1995,13.9,0,0,0,3,4,0,3,20,13,0,0,1,76,33,21,61.1,Matches
Lennerd Daneels,be BEL,"FW,MF",RKC Waalwijk,23,1998,6.3,1,0,0,12,10,0,28,4,2,0,0,0,29,6,5,54.5,Matches
Danilo,br BRA,"FW,MF",Ajax,22,1999,3.1,0,0,0,1,2,0,1,2,1,1,0,0,17,5,12,29.4,Matches
Damil Dankerlui,sr SUR,"DF,MF",Groningen,24,1996,16.6,1,0,0,21,9,0,58,25,30,0,1,0,123,17,12,58.6,Matches
Mohammed Daramy,dk DEN,"FW,MF",Ajax,19,2002,2.3,0,0,0,0,3,0,9,0,1,0,0,0,10,0,1,0.0,Matches
Oussama Darfalou,dz ALG,FW,Vitesse,27,1993,6.0,1,0,0,6,5,4,3,2,1,0,0,0,19,15,25,37.5,Matches
Oussama Darfalou,dz ALG,FW,Zwolle,27,1993,9.7,0,0,0,10,6,6,8,0,0,0,0,0,27,47,57,45.2,Matches
Eli Dasa,il ISR,"DF,MF",Vitesse,28,1992,29.1,1,0,0,14,14,2,202,27,19,0,0,0,166,11,16,40.7,Matches
Jeffrey De Lange,nl NED,GK,Twente,23,1998,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
Mathias De Wolf,be BEL,FW,NEC Nijmegen,19,2002,0.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,33.3,Matches
Mats Deijl,nl NED,"DF,MF",Go Ahead Eag,24,1997,27.1,6,0,0,26,40,3,38,26,29,0,0,0,174,58,51,53.2,Matches
Thomas van den Belt,nl NED,MF,Zwolle,20,2001,22.9,5,0,0,31,18,0,34,31,22,0,0,1,174,29,43,40.3,Matches
Connor van den Berg,nl NED,GK,Willem II,20,2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Rav van den Berg,nl NED,DF,Zwolle,17,2004,4.1,0,0,0,2,1,0,1,4,2,0,0,0,30,11,5,68.8,Matches
Arjen van der Heide,nl NED,"FW,MF",Heerenveen,19,2001,5.5,1,0,0,10,6,2,16,0,6,0,0,0,26,5,6,45.5,Matches
Mike van der Hoorn,nl NED,DF,Utrecht,28,1992,28.6,2,0,0,21,31,1,3,35,16,1,1,1,180,123,64,65.8,Matches
Djevencio van der Kust,sr SUR,DF,Utrecht,20,2001,10.7,0,0,0,5,5,2,35,14,20,0,0,0,63,7,15,31.8,Matches
Mark van der Maarel,nl NED,DF,Utrecht,31,1989,22.7,10,0,0,34,16,2,14,32,41,0,0,0,150,25,35,41.7,Matches
Jhondly van der Meer,ht HAI,DF,Cambuur,19,2002,4.7,0,0,0,4,1,0,1,10,4,0,0,0,24,4,9,30.8,Matches
Richard van der Venne,nl NED,MF,RKC Waalwijk,29,1992,15.0,4,0,0,24,20,0,17,8,16,1,0,0,72,17,24,41.5,Matches
Maikel van der Werff,nl NED,DF,Zwolle,32,1989,5.5,1,0,0,6,2,0,2,13,6,0,1,0,34,28,12,70.0,Matches

Cyriel Dessers,ng NGA,FW,Feyenoord,26,1994,12.0,0,0,0,14,8,15,5,1,2,0,0,0,21,22,22,50.0,Matches
Mark Diemers,nl NED,"MF,FW",Feyenoord,27,1993,0.2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,,Matches
Ritsu Doan,jp JPN,"FW,MF",PSV Eindhoven,23,1998,16.8,0,0,0,19,36,4,29,8,30,0,0,0,77,6,11,35.3,Matches
Danilho Doekhi,nl NED,DF,Vitesse,23,1998,28.9,4,1,1,25,16,0,6,39,37,0,0,0,179,128,50,71.9,Matches
Toni Domgjoni,xk KVX,MF,Vitesse,22,1998,11.9,1,0,0,13,7,0,9,11,19,0,0,0,78,9,13,40.9,Matches
Nick Doodeman,nl NED,"FW,MF",Cambuur,24,1996,6.5,0,0,0,6,3,1,22,5,2,0,0,0,29,2,4,33.3,Matches
Anastasios Douvikas,gr GRE,FW,Utrecht,21,1999,26.4,1,0,0,40,54,7,8,7,20,1,0,0,61,88,106,45.4,Matches
Augustin Drakpe,nl NED,DF,Sparta R'dam,19,2001,0.3,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0.0,Matches
Ibrahim Drešević,xk KVX,DF,Heerenveen,24,1997,22.8,5,1,0,24,14,0,7,36,24,0,3,0,159,37,35,51.4,Matches
Joel Drommel,nl NED,GK,PSV Eindhoven,24,1996,26.0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,1,85.7,Matches
Deroy Duarte,cv CPV,"MF,DF",Fortuna Sittard,22,1999,30.0,5,0,0,22,22,0,12,38,33,0,0,0,165,35,59,37.2,Matches
Laros Duarte,cv CPV,MF,Sparta R'dam,24,1997,2.1,0,0,0,0,2,0,8,0,0,0,0,0,6,2,4,33.3,Matches
Laros Duarte,cv CPV,MF,Groningen,24,1997,25.4,3,0,0,17,25,0,94,30,22,0,0,0,173,19,34,35.8,Matches
Mikkel Duelund,dk DEN,"MF,FW",NEC Nijmegen,24,1997,9.7,2,0,0,18,16,1,3,7,13,0,0,0,47,18,25,41.9,Matches
Jelle Duin,nl NED,FW,AZ Alkmaar,22,1999,0.2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,Matches
Riza Durmisi,dk DEN,DF,Sparta R'dam,27,1994,6.8,0,0,0,2,5,1,9,6,6,0,0,0,30,2,2,50.0,Matches
Zakaria Eddahchouri,nl NED,FW,Go Ahead Eag,21,2000,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50.0,Matches
Rens van Eijden,nl NED,"MF,DF",NEC Nijmegen,33,1988,0.3,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,33.3,Matches
Emanuel Emegha,nl NED,"FW,MF",Sparta R'dam,18,2003,10.8,0,0,0,17,7,3,2,1,4,0,0,0,29,38,47,44.7,Matches
Mario Engels,de GER,FW,Sparta R'dam,27,1993,12.2,4,0,0,32,24,14,27,3,5,0,0,0,42,6,16,27.3,Matches
Luca Everink,nl NED,DF,Twente,20,2001,1.8,1,0,0,2,4,0,5,3,2,0,0,0,11,5,7,41.7,Matches
Håkon Evjen,no NOR,"FW,MF",AZ Alkmaar,21,2000,10.1,0,0,0,7,17,2,16,11,24,1,0,0,78,6,19,24.0,Matches
Milan van Ewijk,nl NED,DF,Heerenveen,20,2000,32.2,4,0,0,27,38,1,58,59,65,0,2,0,226,24,22,52.2,Matches
Noah Fadiga,sn SEN,DF,Heracles Almelo,21,1999,30.1,8,0,0,36,31,0,36,30,25,0,0,0,213,17,13,56.7,Matches
Leroy Fer,nl NED,MF,Feyenoord,31,1990,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches

Arianit Ferati,xk KVX,"MF,DF",Fortuna Sittard,23,1997,8.2,1,0,0,8,4,4,15,9,8,0,0,0,46,6,10,37.5,Matches
Leandro Fernandes,nl NED,"FW,MF",Zwolle,21,1999,0.8,0,0,0,0,0,0,5,0,0,0,0,0,5,2,3,40.0,Matches
Zian Flemming,nl NED,"MF,FW",Fortuna Sittard,22,1998,27.7,5,0,0,42,39,6,15,20,9,0,0,0,98,74,51,59.2,Matches
Juriën Gaari,cw CUW,DF,RKC Waalwijk,27,1993,25.8,6,0,0,38,17,0,57,35,24,0,0,0,184,35,27,56.5,Matches
Cody Gakpo,nl NED,FW,PSV Eindhoven,22,1999,21.2,1,0,0,15,32,10,140,16,9,0,0,0,97,24,34,41.4,Matches
Yann Gboho,fr FRA,"MF,FW",Vitesse,20,2001,10.6,0,0,0,13,17,1,4,6,6,0,0,0,58,6,18,25.0,Matches
Lutsharel Geertruida,nl NED,DF,Feyenoord,21,2000,19.1,3,0,0,9,25,1,6,16,22,0,0,0,133,17,15,53.1,Matches
Liam van Gelderen,nl NED,DF,Ajax,20,2001,0.6,0,0,0,1,1,0,1,2,1,0,0,0,4,1,0,100.0,Matches
Tristan van Gilst,nl NED,FW,Zwolle,18,2003,0.2,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0.0,Matches
Marco van Ginkel,nl NED,MF,PSV Eindhoven,28,1992,11.0,3,0,0,18,17,0,3,11,14,0,0,0,65,38,12,76.0,Matches
Paul Gladon,nl NED,FW,Fortuna Sittard,29,1992,6.7,3,0,0,9,19,4,2,1,0,1,0,0,12,51,36,58.6,Matches
Hilary Gong,ng NGA,"DF,FW",Vitesse,22,1998,0.7,0,0,0,1,2,0,2,0,1,0,0,0,0,2,0,100.0,Matches
Jay Gorter,nl NED,GK,Ajax,21,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
Mario Götze,de GER,MF,PSV Eindhoven,29,1992,24.6,4,0,0,23,29,4,35,7,21,0,0,0,127,7,11,38.9,Matches
Kenzo Goudmijn,nl NED,"MF,FW",Sparta R'dam,19,2001,2.1,1,0,0,3,3,0,5,4,1,0,0,0,11,2,4,33.3,Matches
Ryan Gravenberch,nl NED,MF,Ajax,19,2002,24.5,4,0,0,26,24,1,40,19,25,0,0,0,144,35,19,64.8,Matches
Adrian Grbić,at AUT,"FW,MF",Vitesse,24,1996,8.4,0,1,0,5,6,7,2,4,4,0,0,0,15,35,45,43.8,Matches
Gabriel Gudmundsson,se SWE,DF,Groningen,22,1999,2.7,0,0,0,2,7,0,17,1,10,0,0,0,15,5,0,100.0,Matches
Maxim Gullit,nl NED,DF,Cambuur,20,2001,1.3,1,0,0,3,0,0,0,1,1,0,0,0,7,1,1,50.0,Matches
Simon Gustafson,se SWE,"MF,FW",Utrecht,26,1995,15.0,1,0,0,8,15,0,45,10,19,1,0,0,103,19,23,45.2,Matches
Rodrigo Guth,br BRA,DF,NEC Nijmegen,20,2000,18.4,2,0,0,27,9,0,2,31,20,0,0,0,105,66,28,70.2,Matches
Erick Gutiérrez,mx MEX,"MF,DF",PSV Eindhoven,26,1995,19.3,3,0,0,24,17,2,1,37,31,0,0,0,132,38,26,59.4,Matches
Albert Guðmundsson,is ISL,FW,AZ Alkmaar,24,1997,12.1,4,0,0,14,20,2,18,5,3,2,0,0,58,4,10,28.6,Matches
Warner Hahn,sr SUR,GK,Go Ahead Eag,29,1992,19.0,1,0,0,1,1,0,0,1,1,0,1,0,36,7,0,100.0,Matches
Tomáš Hájek,,DF,Vitesse,29,1991,10.1,1,0,0,19,4,2,7,13,15,0,1,1,58,22,24,47.8,Matches

Rami Al Hajj,se SWE,"MF,FW",Heerenveen,19,2001,5.2,0,0,0,7,7,1,2,3,3,0,0,0,41,3,11,21.4,Matches
Tibor Halilović,hr CRO,"MF,FW",Heerenveen,26,1995,28.7,2,0,0,14,35,4,19,19,19,0,0,0,122,14,8,63.6,Matches
Denzel Hall,nl NED,DF,Feyenoord,20,2001,0.6,0,0,0,1,0,0,2,0,2,0,0,0,2,0,0,,Matches
Sébastien Haller,ci CIV,FW,Ajax,27,1994,28.5,4,0,0,29,33,11,6,2,7,1,0,0,91,114,65,63.7,Matches
Mohamed El Hankouri,ma MAR,"MF,DF",Groningen,24,1997,25.8,2,0,0,13,39,1,114,18,17,0,0,1,132,14,32,30.4,Matches
Emil Hansson,se SWE,"FW,MF",Fortuna Sittard,23,1998,7.2,0,0,0,5,2,0,38,1,4,0,0,0,28,0,4,0.0,Matches
Emil Hansson,se SWE,"MF,FW",Heracles Almelo,23,1998,6.3,0,0,0,3,4,1,31,0,4,0,0,0,24,0,1,0.0,Matches
Ridgeciano Haps,sr SUR,FW,Feyenoord,28,1993,0.2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,Matches
