Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,Penalty Kicks Made,Penalty Kicks Attempted,xG: Expected Goals,npxG: Non-Penalty xG,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Matches


Tammy Abraham,eng ENG,FW,Roma,23,1997,34.3,17,92,35,38.0,2.68,1.02,0.15,0.40,12.9,3,3,3,20.7,18.4,0.20,-3.7,-4.4,Matches
Francesco Acerbi,it ITA,DF,Lazio,33,1988,28.2,4,15,7,46.7,0.53,0.25,0.27,0.57,10.8,0,0,0,2.4,2.4,0.16,+1.6,+1.6,Matches
Michel Aebischer,ch SUI,MF,Bologna,24,1997,4.9,0,2,2,100.0,0.41,0.41,0.00,0.00,22.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Felix Afena-Gyan,gh GHA,"FW,MF",Roma,18,2003,7.4,2,17,7,41.2,2.29,0.94,0.12,0.29,16.1,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches
Kevin Agudelo,co COL,"MF,FW",Spezia,22,1998,13.7,3,21,11,52.4,1.53,0.80,0.14,0.27,17.2,0,0,0,2.6,2.6,0.12,+0.4,+0.4,Matches
Ola Aina,ng NGA,DF,Torino,24,1996,16.0,0,10,4,40.0,0.63,0.25,0.00,0.00,23.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Marley Aké,fr FRA,"FW,MF",Juventus,20,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,28,1992,3.5,0,3,0,0.0,0.86,0.00,0.00,,18.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Luis Alberto,es ESP,MF,Lazio,28,1992,26.1,5,47,16,34.0,1.80,0.61,0.11,0.31,21.0,2,0,0,3.3,3.3,0.07,+1.7,+1.7,Matches
Giorgio Altare,it ITA,DF,Cagliari,22,1998,16.3,1,18,6,33.3,1.11,0.37,0.06,0.17,13.7,0,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Wisdom Amey,it ITA,DF,Bologna,15,2005,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kelvin Amian,fr FRA,DF,Spezia,23,1998,29.4,1,26,7,26.9,0.88,0.24,0.04,0.14,15.1,0,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
Nadiem Amiri,de GER,"MF,FW",Genoa,24,1996,7.6,0,16,6,37.5,2.11,0.79,0.00,0.00,23.8,1,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Ethan Ampadu,wls WAL,"MF,DF",Venezia,20,2000,25.4,0,7,1,14.3,0.28,0.04,0.00,0.00,20.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Sofyan Amrabat,ma MAR,MF,Fiorentina,24,1996,10.5,1,4,3,75.0,0.38,0.29,0.25,0.33,26.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
Felipe Anderson,br BRA,FW,Lazio,28,1993,32.1,6,44,16,36.4,1.37,0.50,0.14,0.38,16.4,0,0,0,6.2,6.2,0.14,-0.2,-0.2,Matches
Ebenezer Annan,gh GHA,DF,Bologna,18,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cristian Ansaldi,ar ARG,DF,Torino,34,1986,7.7,0,7,1,14.3,0.91,0.13,0.00,0.00,18.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Janis Antiste,fr FRA,FW,Spezia,18,2002,8.8,1,11,2,18.2,1.24,0.23,0.09,0.50,10.4,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
Mattia Aramu,it ITA,"MF,FW",Venezia,26,1995,23.3,7,55,15,27.3,2.36,0.64,0.07,0.27,24.5,17,3,4,6.8,3.6,0.07,+0.2,+0.4,Matches
Marko Arnautović,at AUT,FW,Bologna,32,1989,29.9,14,89,32,36.0,2.97,1.07,0.13,0.38,15.2,3,2,3,14.7,12.5,0.14,-0.7,-0.5,Matches
Tolgay Arslan,de GER,MF,Udinese,30,1990,18.4,1,23,9,39.1,1.25,0.49,0.04,0.11,22.8,1,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Kristoffer Askildsen,no NOR,MF,Sampdoria,20,2001,8.4,0,7,0,0.0,0.84,0.00,0.00,,18.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Kristjan Asllani,al ALB,MF,Empoli,19,2002,15.0,1,17,6,35.3,1.13,0.40,0.06,0.17,25.6,2,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
Emil Audero,it ITA,GK,Sampdoria,24,1997,28.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches

Tommaso Augello,it ITA,DF,Sampdoria,26,1994,26.6,1,7,2,28.6,0.26,0.08,0.14,0.50,18.3,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
Ramzi Aya,it ITA,DF,Salernitana,30,1990,1.5,0,1,0,0.0,0.67,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Kaan Ayhan,tr TUR,DF,Sassuolo,26,1994,15.0,1,5,1,20.0,0.33,0.07,0.20,1.00,16.9,2,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
Milan Badelj,hr CRO,MF,Genoa,32,1989,31.6,1,21,5,23.8,0.66,0.16,0.05,0.20,23.1,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Nicola Bagnolini,it ITA,GK,Bologna,17,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Issa Bah,lu LUX,FW,Venezia,19,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nedim Bajrami,al ALB,"MF,FW",Empoli,22,1999,22.8,6,51,18,35.3,2.23,0.79,0.06,0.17,21.0,8,3,3,6.4,4.0,0.08,-0.4,-1.0,Matches
Tiemoué Bakayoko,fr FRA,MF,Milan,26,1994,5.6,0,4,0,0.0,0.72,0.00,0.00,,21.0,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Tommaso Baldanzi,it ITA,FW,Empoli,18,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Keita Baldé,sn SEN,FW,Cagliari,26,1995,13.7,3,27,11,40.7,1.98,0.81,0.11,0.27,13.3,0,0,0,3.5,3.5,0.13,-0.5,-0.5,Matches
Fodé Ballo-Touré,sn SEN,DF,Milan,24,1997,5.0,0,2,1,50.0,0.40,0.20,0.00,0.00,14.9,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
Filippo Bandinelli,it ITA,MF,Empoli,26,1995,21.7,2,35,11,31.4,1.61,0.51,0.06,0.18,19.9,0,0,0,2.2,2.2,0.06,-0.2,-0.2,Matches
Mattia Bani,it ITA,DF,Genoa,27,1993,13.5,0,9,1,11.1,0.67,0.07,0.00,0.00,10.5,0,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
Antonín Barák,cz CZE,"MF,FW",Hellas Verona,26,1994,26.0,11,47,20,42.6,1.81,0.77,0.15,0.35,15.7,2,4,4,8.9,5.7,0.12,+2.1,+1.3,Matches
Francesco Bardi,it ITA,GK,Bologna,29,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolò Barella,it ITA,MF,Inter,24,1997,32.4,3,68,12,17.6,2.10,0.37,0.04,0.25,20.5,0,0,0,4.7,4.7,0.07,-1.7,-1.7,Matches
Musa Barrow,gm GAM,"FW,MF",Bologna,22,1998,23.7,6,71,27,38.0,2.99,1.14,0.08,0.22,21.4,3,0,0,5.9,5.9,0.08,+0.1,+0.1,Matches
Daniele Baselli,it ITA,"MF,FW",Torino,29,1992,1.7,0,1,0,0.0,0.60,0.00,0.00,,5.4,0,0,0,0.7,0.7,0.75,-0.7,-0.7,Matches
Daniele Baselli,it ITA,MF,Cagliari,29,1992,3.2,0,5,0,0.0,1.55,0.00,0.00,,19.0,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
Toma Bašić,hr CRO,MF,Lazio,24,1996,10.9,0,16,11,68.8,1.47,1.01,0.00,0.00,21.8,2,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches
Alessandro Bastoni,it ITA,DF,Inter,22,1999,25.7,1,9,2,22.2,0.35,0.08,0.11,0.50,20.5,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Simone Bastoni,it ITA,"MF,DF",Spezia,24,1996,25.4,3,28,6,21.4,1.10,0.24,0.11,0.50,24.1,0,0,0,1.5,1.5,0.05,+1.5,+1.5,Matches
Rodrigo Becão,br BRA,DF,Udinese,25,1996,34.8,2,19,5,26.3,0.55,0.14,0.11,0.40,13.5,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
Valon Behrami,ch SUI,"MF,FW",Genoa,36,1985,3.5,0,1,0,0.0,0.29,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Vid Belec,si SVN,GK,Salernitana,31,1990,21.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches

Raoul Bellanova,it ITA,"DF,FW",Cagliari,21,2000,27.7,1,23,5,21.7,0.83,0.18,0.04,0.20,15.3,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
Andrea Belotti,it ITA,FW,Torino,27,1993,15.2,8,55,17,30.9,3.61,1.12,0.09,0.29,15.5,3,3,3,7.9,5.6,0.10,+0.1,-0.6,Matches
Marco Benassi,it ITA,"DF,MF",Fiorentina,26,1994,1.8,0,3,0,0.0,1.71,0.00,0.00,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marco Benassi,it ITA,MF,Empoli,26,1994,4.2,0,7,3,42.9,1.65,0.71,0.00,0.00,18.3,0,0,0,0.9,0.9,0.13,-0.9,-0.9,Matches
Filip Benković,hr CRO,"DF,FW",Udinese,24,1997,0.1,0,1,1,100.0,11.25,11.25,0.00,0.00,9.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Ismaël Bennacer,dz ALG,MF,Milan,23,1997,16.9,2,16,6,37.5,0.94,0.35,0.13,0.33,23.9,2,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
Rodrigo Bentancur,uy URU,MF,Juventus,24,1997,12.8,0,8,1,12.5,0.62,0.08,0.00,0.00,22.9,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Alessandro Berardi,it ITA,GK,Hellas Verona,30,1991,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Domenico Berardi,it ITA,FW,Sassuolo,26,1994,31.3,15,104,40,38.5,3.32,1.28,0.09,0.23,21.6,8,6,6,11.3,6.5,0.06,+3.7,+2.5,Matches
